file	path	english	machine_santali	reviewed_by	corrected_santali
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[6].prompt.text	He is caught and the belt is running. Do NOT grab him: the pulley will take you too. First, tap the pull-cord switch and choose "Use" to stop the belt. Then tap the radio and choose "Report to": a man is caught on belt {{belt}}, keep it stopped, send first aid.	ᱩᱱᱤ ᱥᱟᱵ ᱟᱠᱟᱱᱟᱭ ᱟᱨ ᱵᱮᱞᱴ ᱪᱟᱞᱟᱣ ᱠᱟᱱᱟ। ᱩᱱᱤ ᱟᱞᱚᱢ ᱥᱟᱵᱮᱭᱟ: ᱯᱩᱞᱤ ᱟᱢ ᱦᱚᱸ ᱚᱨ ᱮᱫᱢᱮᱭᱟ। ᱯᱩᱭᱞᱩ, ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱞᱟᱹᱜᱤᱫ ᱯᱩᱞ-ᱠᱚᱨᱰ ᱥᱩᱭᱤᱪ ᱴᱮᱯ ᱢᱮ ᱟᱨ "ᱵᱮᱵᱷᱟᱨ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ। ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱨᱮᱰᱤᱭᱳ ᱴᱮᱯ ᱢᱮ ᱟᱨ "ᱠᱷᱚᱵᱚᱨ ᱮᱢ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ: ᱵᱮᱞᱴ {{belt}} ᱨᱮ ᱢᱤᱫ ᱦᱚᱲ ᱥᱟᱵ ᱮᱱᱟᱭ, ᱱᱚᱶᱟ ᱛᱮᱸᱜᱚ ᱫᱚᱦᱚᱭ ᱯᱮ, ᱯᱩᱭᱞᱩ ᱜᱚᱲᱚ ᱠᱩᱞ ᱯᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[6].goal.text	Your helper's arm is caught in the pulley and the belt is running. Act.	ᱟᱢᱟᱜ ᱦᱮᱞᱯᱚᱨ ᱨᱮᱭᱟᱜ ᱛᱤ ᱯᱩᱞᱤ ᱨᱮ ᱥᱟᱵ ᱟᱠᱟᱱᱟ ᱟᱨ ᱵᱮᱞᱴ ᱪᱟᱞᱟᱣ ᱠᱟᱱᱟ। ᱠᱟᱹᱢᱤ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[6].expect[0].label	Stop the belt	ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[6].expect[1].label	Call the control room	ᱠᱚᱱᱴᱨᱚᱞ ᱨᱩᱢ ᱠᱷᱚᱵᱚᱨ ᱮᱢ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[6].errors[0].consequence.text	You grabbed him while the belt could still run. The pulley pulled you in beside him.	ᱵᱮᱞᱴ ᱱᱤᱛᱚᱜ ᱦᱚᱸ ᱪᱟᱞᱟᱣ ᱫᱟᱲᱮᱭᱟᱜ ᱚᱠᱛᱚ ᱟᱢ ᱩᱱᱤ ᱥᱟᱵ ᱠᱮᱫᱮᱭᱟᱢ। ᱯᱩᱞᱤ ᱟᱢ ᱦᱚᱸ ᱩᱱᱤᱭᱟᱜ ᱡᱟᱦᱟᱡ ᱚᱨ ᱮᱫ ᱢᱮᱭᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[6].errors[1].consequence.text	You reached into the tail pulley to pull the coal out. The belt was live, and the pulley drew your arm in.	ᱠᱚᱭᱞᱟ ᱚᱰᱚᱠ ᱞᱟᱹᱜᱤᱫ ᱟᱢ ᱴᱮᱞ ᱯᱩᱞᱤ ᱵᱷᱤᱛᱨᱤ ᱛᱤ ᱮᱢ ᱠᱮᱫᱟᱢ। ᱵᱮᱞᱴ ᱪᱟᱞᱩ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱟᱨ ᱯᱩᱞᱤ ᱟᱢᱟᱜ ᱛᱤ ᱵᱷᱤᱛᱨᱤ ᱚᱨ ᱮᱫᱮᱭᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[6].onTimeout.consequence.text	The belt kept running while you hesitated.	ᱟᱢ ᱫᱚᱢᱠᱟᱣ ᱠᱟᱱ ᱚᱠᱛᱮ ᱵᱮᱞᱴ ᱪᱟᱞᱟᱣ ᱛᱮᱭᱟᱜ ᱛᱟᱦᱮᱸ ᱮᱱᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[7].prompt.text	The belt has stopped, but it has already restarted once today. Before anyone touches him, cut its power at the source. Belt {{belt}} is fed by isolator {{belt}}. Tap isolator {{belt}} and choose "Open" to switch it off.	ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱛᱮᱦᱮᱸᱧ ᱢᱤᱫ ᱫᱷᱟᱣ ᱱᱚᱶᱟ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱟᱠᱟᱱᱟ। ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱩᱱᱤ ᱡᱚᱢ ᱞᱟᱦᱟ, ᱢᱩᱲ ᱠᱷᱚᱱ ᱵᱤᱡᱩᱞᱤ ᱠᱟᱴ ᱢᱮ। ᱵᱮᱞᱴ {{belt}} ᱫᱚ ᱟᱭᱥᱚᱞᱮᱴᱚᱨ {{belt}} ᱠᱷᱚᱱ ᱵᱤᱡᱩᱞᱤ ᱧᱟᱢ ᱠᱟᱜ-ᱟ। ᱟᱭᱥᱚᱞᱮᱴᱚᱨ {{belt}} ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱵᱚᱸᱫᱚ ᱞᱟᱹᱜᱤᱫ "ᱡᱷᱤᱡ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[7].goal.text	The belt has stopped, but it has already restarted once today. Make sure it cannot start again.	ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱛᱮᱦᱮᱸᱧ ᱢᱤᱫ ᱫᱷᱟᱣ ᱱᱚᱶᱟ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱟᱠᱟᱱᱟ। ᱱᱚᱶᱟ ᱫᱚᱦᱲᱟ ᱟᱞᱚ ᱮᱦᱚᱵᱚᱜ-ᱟ ᱚᱱᱟ ᱯᱚᱠᱷᱟ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[7].expect[0].label	Open isolator {{belt}}	ᱟᱭᱥᱚᱞᱮᱴᱚᱨ {{belt}} ᱡᱷᱤᱡ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[7].errors[0].consequence.text	That isolator feeds the other belt. Belt {{belt}} is still live. Read the plate before you switch anything.	ᱚᱱᱟ ᱟᱭᱥᱚᱞᱮᱴᱚᱨ ᱫᱚ ᱮᱴᱟᱜ ᱵᱮᱞᱴ ᱨᱮᱱᱟᱜ ᱠᱟᱱᱟ। ᱵᱮᱞᱴ {{belt}} ᱱᱤᱛᱚᱜ ᱦᱚᱸ ᱪᱟᱞᱩ ᱢᱮᱱᱟᱜ-ᱟ। ᱡᱟᱦᱟᱱ ᱥᱩᱭᱤᱪ ᱞᱟᱦᱟ ᱯᱞᱮᱴ ᱯᱟᱲᱦᱟᱣ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[7].errors[1].consequence.text	Not yet. The belt has already restarted once today. Going to him before it is made safe puts two people in the pulley instead of one.	ᱱᱤᱛᱚᱜ ᱵᱟᱝ। ᱵᱮᱞᱴ ᱛᱮᱦᱮᱸᱧ ᱢᱤᱫ ᱫᱷᱟᱣ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱟᱠᱟᱱᱟ। ᱨᱚᱠᱷᱟ ᱵᱮᱱᱟᱣ ᱞᱟᱦᱟ ᱩᱱᱤ ᱡᱟᱦᱟᱡ ᱥᱮᱱ ᱛᱮ ᱢᱤᱫ ᱨᱮᱱ ᱵᱚᱫᱚᱞ ᱵᱟᱨᱭᱟ ᱦᱚᱲ ᱯᱩᱞᱤ ᱨᱮ ᱮᱦᱚᱵᱚᱜ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[7].errors[2].consequence.text	Not yet. The belt is stopped but not yet made safe. Nobody touches the pulley until the belt is isolated, locked, tagged and tested.	ᱱᱤᱛᱚᱜ ᱵᱟᱝ। ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱱᱤᱛᱚᱜ ᱫᱷᱟᱹᱵᱤᱡ ᱨᱚᱠᱷᱟ ᱵᱟᱝ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ। ᱵᱮᱞᱴ ᱟᱭᱥᱚᱞᱮᱴ, ᱛᱟᱞᱟ, ᱴᱮᱜ ᱟᱨ ᱡᱟᱸᱪ ᱵᱟᱝ ᱦᱩᱭ ᱫᱷᱟᱹᱵᱤᱡ ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱯᱩᱞᱤ ᱵᱟᱭ ᱡᱚᱢᱟᱜ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[7].onTimeout.consequence.text	The belt was not isolated in time.	ᱚᱠᱛᱚ ᱨᱮ ᱵᱮᱞᱴ ᱟᱭᱥᱚᱞᱮᱴ ᱵᱟᱭ ᱦᱩᱭ ᱞᱮᱱᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[8].prompt.text	The belt has stopped, but it has already restarted once today. Before anyone touches him, cut its power at the source. Belt {{belt}} is fed by isolator {{belt}}. Tap isolator {{belt}} and choose "Open" to switch it off.	ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱛᱮᱦᱮᱸᱧ ᱢᱤᱫ ᱫᱷᱟᱣ ᱱᱚᱶᱟ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱟᱠᱟᱱᱟ। ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱩᱱᱤ ᱡᱚᱢ ᱞᱟᱦᱟ, ᱢᱩᱲ ᱠᱷᱚᱱ ᱵᱤᱡᱩᱞᱤ ᱠᱟᱴ ᱢᱮ। ᱵᱮᱞᱴ {{belt}} ᱫᱚ ᱟᱭᱥᱚᱞᱮᱴᱚᱨ {{belt}} ᱠᱷᱚᱱ ᱵᱤᱡᱩᱞᱤ ᱧᱟᱢ ᱠᱟᱜ-ᱟ। ᱟᱭᱥᱚᱞᱮᱴᱚᱨ {{belt}} ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱵᱚᱸᱫᱚ ᱞᱟᱹᱜᱤᱫ "ᱡᱷᱤᱡ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[8].goal.text	The belt has stopped, but it has already restarted once today. Make sure it cannot start again.	ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱛᱮᱦᱮᱸᱧ ᱢᱤᱫ ᱫᱷᱟᱣ ᱱᱚᱶᱟ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱟᱠᱟᱱᱟ। ᱱᱚᱶᱟ ᱫᱚᱦᱲᱟ ᱟᱞᱚ ᱮᱦᱚᱵᱚᱜ-ᱟ ᱚᱱᱟ ᱯᱚᱠᱷᱟ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[8].expect[0].label	Open isolator {{belt}}	ᱟᱭᱥᱚᱞᱮᱴᱚᱨ {{belt}} ᱡᱷᱤᱡ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[8].errors[0].consequence.text	That isolator feeds the other belt. Belt {{belt}} is still live. Read the plate before you switch anything.	ᱚᱱᱟ ᱟᱭᱥᱚᱞᱮᱴᱚᱨ ᱫᱚ ᱮᱴᱟᱜ ᱵᱮᱞᱴ ᱨᱮᱱᱟᱜ ᱠᱟᱱᱟ। ᱵᱮᱞᱴ {{belt}} ᱱᱤᱛᱚᱜ ᱦᱚᱸ ᱪᱟᱞᱩ ᱢᱮᱱᱟᱜ-ᱟ। ᱡᱟᱦᱟᱱ ᱥᱩᱭᱤᱪ ᱞᱟᱦᱟ ᱯᱞᱮᱴ ᱯᱟᱲᱦᱟᱣ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[8].errors[1].consequence.text	Not yet. The belt has already restarted once today. Going to him before it is made safe puts two people in the pulley instead of one.	ᱱᱤᱛᱚᱜ ᱵᱟᱝ। ᱵᱮᱞᱴ ᱛᱮᱦᱮᱸᱧ ᱢᱤᱫ ᱫᱷᱟᱣ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱟᱠᱟᱱᱟ। ᱨᱚᱠᱷᱟ ᱵᱮᱱᱟᱣ ᱞᱟᱦᱟ ᱩᱱᱤ ᱡᱟᱦᱟᱡ ᱥᱮᱱ ᱛᱮ ᱢᱤᱫ ᱨᱮᱱ ᱵᱚᱫᱚᱞ ᱵᱟᱨᱭᱟ ᱦᱚᱲ ᱯᱩᱞᱤ ᱨᱮ ᱮᱦᱚᱵᱚᱜ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[8].errors[2].consequence.text	Not yet. The belt is stopped but not yet made safe. Nobody touches the pulley until the belt is isolated, locked, tagged and tested.	ᱱᱤᱛᱚᱜ ᱵᱟᱝ। ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱱᱤᱛᱚᱜ ᱫᱷᱟᱹᱵᱤᱡ ᱨᱚᱠᱷᱟ ᱵᱟᱝ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ। ᱵᱮᱞᱴ ᱟᱭᱥᱚᱞᱮᱴ, ᱛᱟᱞᱟ, ᱴᱮᱜ ᱟᱨ ᱡᱟᱸᱪ ᱵᱟᱝ ᱦᱩᱭ ᱫᱷᱟᱹᱵᱤᱡ ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱯᱩᱞᱤ ᱵᱟᱭ ᱡᱚᱢᱟᱜ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[8].onTimeout.consequence.text	The belt was not isolated in time.	ᱚᱠᱛᱚ ᱨᱮ ᱵᱮᱞᱴ ᱟᱭᱥᱚᱞᱮᱴ ᱵᱟᱭ ᱦᱩᱭ ᱞᱮᱱᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[9].prompt.text	An isolator someone else can switch back on is not isolation. Tap your personal padlock and choose "Clip on" to lock the isolator. Then tap the do-not-operate tag and choose "Clip on".	ᱡᱟᱦᱟᱸ ᱟᱭᱥᱚᱞᱮᱴᱚᱨ ᱮᱴᱟᱜ ᱦᱚᱲ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱫᱟᱲᱮᱭᱟᱜ-ᱟ, ᱚᱱᱟ ᱟᱭᱥᱚᱞᱮᱥᱚᱱ ᱵᱟᱭ ᱠᱟᱱᱟ। ᱟᱢᱟᱜ ᱱᱤᱡᱚᱨ ᱛᱟᱞᱟ ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱟᱭᱥᱚᱞᱮᱴᱚᱨ ᱛᱟᱞᱟ ᱞᱟᱹᱜᱤᱫ "ᱞᱟᱹᱜᱟᱣ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ। ᱚᱱᱟ ᱛᱟᱭᱚᱢ 'ᱟᱞᱚᱢ ᱪᱟᱞᱟᱣ' ᱴᱮᱜ ᱴᱮᱯ ᱢᱮ ᱟᱨ "ᱞᱟᱹᱜᱟᱣ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[9].goal.text	The isolator is open. Make sure nobody else can switch it back on while you are at the pulley.	ᱟᱭᱥᱚᱞᱮᱴᱚᱨ ᱡᱷᱤᱡ ᱟᱠᱟᱱᱟ। ᱟᱢ ᱯᱩᱞᱤ ᱨᱮ ᱢᱮᱱᱟᱢ ᱚᱠᱛᱚ ᱮᱴᱟᱜ ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱱᱚᱶᱟ ᱟᱞᱚ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱫᱟᱲᱮᱭᱟᱜ-ᱟ ᱚᱱᱟ ᱯᱚᱠᱷᱟ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[9].expect[0].label	Lock the isolator	ᱟᱭᱥᱚᱞᱮᱴᱚᱨ ᱨᱮ ᱛᱟᱞᱟ ᱞᱟᱹᱜᱟᱣ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[9].expect[1].label	Hang the tag	ᱴᱮᱜ ᱞᱟᱸᱰᱟᱭ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[9].errors[0].consequence.text	Not yet. The belt has already restarted once today. Going to him before it is made safe puts two people in the pulley instead of one.	ᱱᱤᱛᱚᱜ ᱵᱟᱝ। ᱵᱮᱞᱴ ᱛᱮᱦᱮᱸᱧ ᱢᱤᱫ ᱫᱷᱟᱣ ᱫᱚᱦᱲᱟ ᱮᱦᱚᱵ ᱟᱠᱟᱱᱟ। ᱨᱚᱠᱷᱟ ᱵᱮᱱᱟᱣ ᱞᱟᱦᱟ ᱩᱱᱤ ᱡᱟᱦᱟᱡ ᱥᱮᱱ ᱛᱮ ᱢᱤᱫ ᱨᱮᱱ ᱵᱚᱫᱚᱞ ᱵᱟᱨᱭᱟ ᱦᱚᱲ ᱯᱩᱞᱤ ᱨᱮ ᱮᱦᱚᱵᱚᱜ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[9].errors[1].consequence.text	Not yet. The belt is stopped but not yet made safe. Nobody touches the pulley until the belt is isolated, locked, tagged and tested.	ᱱᱤᱛᱚᱜ ᱵᱟᱝ। ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱟᱠᱟᱱᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱱᱤᱛᱚᱜ ᱫᱷᱟᱹᱵᱤᱡ ᱨᱚᱠᱷᱟ ᱵᱟᱝ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ। ᱵᱮᱞᱴ ᱟᱭᱥᱚᱞᱮᱴ, ᱛᱟᱞᱟ, ᱴᱮᱜ ᱟᱨ ᱡᱟᱸᱪ ᱵᱟᱝ ᱦᱩᱭ ᱫᱷᱟᱹᱵᱤᱡ ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱯᱩᱞᱤ ᱵᱟᱭ ᱡᱚᱢᱟᱜ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[9].onTimeout.consequence.text	The isolator was left without your lock and tag.	ᱟᱭᱥᱚᱞᱮᱴᱚᱨ ᱨᱮ ᱟᱢᱟᱜ ᱛᱟᱞᱟ ᱟᱨ ᱴᱮᱜ ᱵᱟᱝ ᱛᱟᱦᱮᱸ ᱞᱮᱱᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[10].prompt.text	Prove the belt is dead before anyone goes near it. Tap the local start button and choose "Use". The belt must not move.	ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱡᱟᱦᱟᱡ ᱥᱮᱱ ᱞᱟᱦᱟ ᱵᱮᱞᱴ ᱨᱮ ᱵᱤᱡᱩᱞᱤ ᱵᱟᱹᱱᱩᱜ-ᱟ ᱚᱱᱟ ᱩᱫᱩᱜ ᱢᱮ। ᱞᱚᱠᱟᱞ ᱥᱴᱟᱨᱴ ᱵᱚᱴᱚᱱ ᱴᱮᱯ ᱢᱮ ᱟᱨ "ᱵᱮᱵᱷᱟᱨ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ। ᱵᱮᱞᱴ ᱟᱞᱚ ᱦᱚᱲᱚᱜ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[10].goal.text	Your lock is on the isolator. Satisfy yourself that the belt is really dead.	ᱟᱢᱟᱜ ᱛᱟᱞᱟ ᱟᱭᱥᱚᱞᱮᱴᱚᱨ ᱨᱮ ᱢᱮᱱᱟᱜ-ᱟ। ᱵᱮᱞᱴ ᱥᱟᱹᱨᱤ ᱜᱮ ᱵᱤᱡᱩᱞᱤ ᱵᱟᱹᱱᱩᱜ-ᱟ ᱚᱱᱟ ᱟᱢᱜᱮ ᱡᱟᱸᱪ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[10].expect[0].label	Test: press start, the belt stays still	ᱡᱟᱸᱪ: ᱥᱴᱟᱨᱴ ᱚᱛᱟ ᱢᱮ, ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ ᱛᱟᱦᱮᱸᱱᱟ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[10].errors[0].consequence.text	Not yet. A lock on the wrong switch looks exactly like a lock on the right one. Test first.	ᱱᱤᱛᱚᱜ ᱵᱟᱝ। ᱵᱷᱩᱞ ᱥᱩᱭᱤᱪ ᱨᱮ ᱞᱟᱹᱜᱟᱣ ᱟᱠᱟᱱ ᱛᱟᱞᱟ ᱫᱚ ᱴᱷᱤᱠ ᱥᱩᱭᱤᱪ ᱨᱮᱭᱟᱜ ᱞᱮᱠᱟ ᱜᱮ ᱧᱮᱞᱚᱜ-ᱟ। ᱯᱩᱭᱞᱩ ᱡᱟᱸᱪ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[10].errors[1].consequence.text	Not yet. A lock on the wrong switch looks exactly like a lock on the right one. Test first.	ᱱᱤᱛᱚᱜ ᱵᱟᱝ। ᱵᱷᱩᱞ ᱥᱩᱭᱤᱪ ᱨᱮ ᱞᱟᱹᱜᱟᱣ ᱟᱠᱟᱱ ᱛᱟᱞᱟ ᱫᱚ ᱴᱷᱤᱠ ᱥᱩᱭᱤᱪ ᱨᱮᱭᱟᱜ ᱞᱮᱠᱟ ᱜᱮ ᱧᱮᱞᱚᱜ-ᱟ। ᱯᱩᱭᱞᱩ ᱡᱟᱸᱪ ᱢᱮ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[10].onTimeout.consequence.text	Nobody proved the belt was dead.	ᱵᱮᱞᱴ ᱨᱮ ᱵᱤᱡᱩᱞᱤ ᱵᱟᱹᱱᱩᱜ-ᱟ ᱚᱱᱟ ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱵᱟᱭ ᱩᱫᱩᱜ ᱠᱮᱫᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[11].prompt.text	The belt is stopped, locked and tested. Now go to him. Tap your helper and choose "Look at" to check his arm and his breathing. Then choose "Signal" and keep talking to him until first aid arrives. Do not pull his arm out of the pulley yourself.	ᱵᱮᱞᱴ ᱛᱮᱸᱜᱚ, ᱛᱟᱞᱟ ᱟᱨ ᱡᱟᱸᱪ ᱦᱩᱭ ᱟᱠᱟᱱᱟ। ᱱᱤᱛᱚᱜ ᱩᱱᱤ ᱡᱟᱦᱟᱡ ᱥᱮᱱ ᱢᱮ। ᱟᱢᱟᱜ ᱦᱮᱞᱯᱚᱨ ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱩᱱᱤᱭᱟᱜ ᱛᱤ ᱟᱨ ᱥᱟᱶᱥ ᱧᱮᱞ ᱞᱟᱹᱜᱤᱫ "ᱧᱮᱞ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ। ᱚᱱᱟ ᱛᱟᱭᱚᱢ "ᱥᱟᱸᱠᱮᱛ ᱮᱢ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱟᱨ ᱯᱩᱭᱞᱩ ᱜᱚᱲᱚ ᱦᱮᱡ ᱫᱷᱟᱹᱵᱤᱡ ᱩᱱᱤ ᱥᱟᱶ ᱨᱚᱲ ᱛᱟᱦᱮᱸᱱ ᱢᱮ। ᱩᱱᱤᱭᱟᱜ ᱛᱤ ᱟᱢᱜᱮ ᱯᱩᱞᱤ ᱠᱷᱚᱱ ᱟᱞᱚᱢ ᱚᱨ ᱚᱰᱚᱠ-ᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[11].goal.text	The belt is locked out and proven dead. Your helper is still at the pulley.	ᱵᱮᱞᱴ ᱞᱚᱠ-ᱟᱣᱴ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱟᱨ ᱵᱤᱡᱩᱞᱤ ᱵᱟᱹᱱᱩᱜ-ᱟ ᱚᱱᱟ ᱩᱫᱩᱜ ᱟᱠᱟᱱᱟ। ᱟᱢᱟᱜ ᱦᱮᱞᱯᱚᱨ ᱱᱤᱛᱚᱜ ᱦᱚᱸ ᱯᱩᱞᱤ ᱨᱮ ᱢᱮᱱᱟᱭᱟ।		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[11].expect[0].label	Check his arm and breathing	ᱩᱱᱤᱭᱟᱜ ᱛᱤ ᱟᱨ ᱥᱟᱶᱥ ᱧᱮᱞ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[11].expect[1].label	Keep him calm	ᱩᱱᱤ ᱨᱟᱹᱯᱟᱹ ᱫᱚᱦᱚᱭ ᱢᱮ		
C:\Projects\hackathons\isih\src\scenarios\machinery-conveyor-loto.json	$.nodes[11].onTimeout.consequence.text	Your helper was left alone after the belt was made safe.	ᱵᱮᱞᱴ ᱨᱚᱠᱷᱟ ᱵᱮᱱᱟᱣ ᱛᱟᱭᱚᱢ ᱟᱢᱟᱜ ᱦᱮᱞᱯᱚᱨ ᱮᱥᱠᱟᱨ ᱮ ᱛᱟᱦᱮᱸ ᱞᱮᱱᱟ।		
